Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
2011100566111,10,3,2,1,2,146,1,30,1,1,1,1,0,0,1,2
201097GC02703,97,3,2,1,3,922,6,30,6,1,1,1,0,0,1,1
200750A51O699,50,3,5,2,5,591,6,40,0,6,1,2,0,0,2,1
2011070285882,7,3,1,1,6,129,3,70,0,6,1,1,0,0,2,1
201060L116110,60,3,2,1,5,724,6,30,3,1,1,1,0,0,1,2
2008330803112,33,3,2,1,7,364,6,30,0,1,1,1,0,0,1,2
201136T110055,36,3,1,1,1,406,6,60,0,6,1,2,0,0,2,1
200737L014780,37,3,2,1,1,416,6,30,8,1,1,1,0,0,1,1
201220G007712,20,3,2,1,6,309,6,30,3,1,1,1,0,0,1,2
2005100062805,10,3,1,1,6,146,6,30,6,4,1,2,0,0,1,1
2011620210435,62,3,2,1,7,745,3,30,9,1,1,1,0,0,1,1
201450CI2C002,50,3,2,1,2,582,6,60,0,1,1,1,0,0,2,2
201032C088010,32,3,2,1,2,351,6,30,3,1,1,2,0,0,1,1
201450EL2S017,50,3,2,1,7,583,6,30,0,1,1,1,0,0,2,1
2012100724212,10,3,2,1,7,139,6,60,3,1,2,2,0,0,2,1
201291NJ01206,91,3,1,1,6,927,6,60,0,1,8,4,0,0,2,1
2006216127195,21,3,2,1,6,257,1,30,1,1,1,1,0,0,1,2
201220G000972,20,3,2,1,3,309,6,30,6,1,2,2,0,0,1,1
201004EN10044,4,3,1,1,7,80,6,60,0,1,2,2,0,0,2,1
2007460147561,46,3,2,1,6,530,1,70,1,1,1,1,0,0,1,2
2009470906728,47,3,2,1,5,565,6,30,3,1,1,1,0,0,1,2
200843R170118,43,3,1,1,2,473,6,30,3,1,1,1,0,0,1,1
2009460176413,46,3,1,1,6,540,6,30,0,1,1,1,0,0,1,1
200937L017118,37,3,2,2,2,416,6,60,0,1,1,1,0,0,2,1
2013213001543,21,3,1,1,7,255,6,60,0,6,2,2,0,0,2,1
200601ZD30386,1,3,2,1,1,20,6,30,3,4,1,1,0,0,1,2
200901YE80214,1,3,1,1,6,32,6,30,0,1,1,1,0,0,1,1
2006556B01837,55,3,3,1,5,640,6,30,3,1,2,2,0,0,1,1
2006610037206,61,3,2,1,2,732,6,60,3,1,1,2,0,0,2,1
200801CW10152,1,3,2,1,7,1,6,30,3,4,1,1,0,0,1,1
201001TB00829,1,3,1,1,1,30,6,30,0,1,1,1,0,0,1,1
201111NE22871,11,3,1,1,2,169,6,30,0,1,1,1,0,0,1,1
2008460157113,46,3,1,1,4,540,3,70,0,1,1,1,0,0,2,1
200834NE44888,34,3,2,1,5,382,6,30,2,1,1,1,0,0,1,1
2006131075006,13,3,1,1,1,204,6,30,0,1,1,1,0,0,1,2
201142I025301,42,3,2,1,4,452,6,30,3,4,2,2,0,0,1,1
200701ZT80215,1,3,2,2,7,21,6,30,3,4,1,1,0,0,1,1
200501QK50716,1,3,2,1,3,28,6,30,3,4,2,2,0,0,1,1
2007130851107,13,3,2,1,6,203,6,30,0,1,1,1,0,0,1,2
2010352748710,35,3,2,1,6,394,1,30,1,1,1,1,0,0,1,1
200801ZD39049,1,3,1,1,2,20,6,30,0,4,1,1,0,0,1,2
201011SB29220,11,3,1,3,3,169,6,60,0,6,1,4,0,0,2,1
2009130699009,13,3,1,2,4,206,6,60,3,4,1,1,0,0,2,1
200901PL60330,1,3,2,2,4,7,6,30,3,1,1,1,0,0,1,1
2005215437735,21,3,2,1,4,258,1,30,2,4,1,2,0,0,1,1
2014521401862,52,3,1,1,4,612,3,30,8,1,1,1,0,0,1,2
201001CW11703,1,3,2,1,2,1,6,30,0,1,1,1,0,0,1,1
201301PL60195,1,3,2,1,1,7,6,30,6,1,1,1,0,0,1,1
200601ZT80409,1,3,2,1,1,21,6,30,8,1,2,2,0,0,1,2
200601YR90462,1,3,1,1,1,3,6,30,0,4,1,1,0,0,1,2
201230D001218,30,3,1,1,5,328,7,70,0,1,5,2,0,0,2,1
201342I325510,42,3,2,1,7,461,6,30,3,4,2,2,0,0,1,1
2008218013956,21,3,1,1,6,255,3,70,0,1,1,1,0,0,2,1
201214K039812,14,3,2,1,5,215,6,30,3,1,2,2,0,0,1,1
201222F202974,22,3,1,1,5,286,6,60,0,1,1,1,0,0,2,1
200832D197408,32,3,2,2,6,356,6,60,3,1,2,2,0,0,2,1
201431C015914,31,3,2,1,6,346,6,30,3,7,1,1,0,0,1,2
201220H005142,20,3,2,4,7,307,6,30,6,4,2,2,0,0,1,1
200501MM70630,1,3,1,1,6,8,6,30,3,1,1,1,0,0,1,1
200520J008902,20,3,1,1,2,303,6,30,0,1,1,2,0,0,1,1
2013160D07051,16,3,4,4,6,228,6,30,0,1,1,2,0,0,1,1
2008920802335,92,3,2,2,6,930,6,40,3,1,8,1,0,2,2,1
200606J043895,6,3,1,2,2,109,6,30,3,4,1,2,0,0,1,1
2007160D03860,16,3,2,1,4,228,6,30,0,1,1,1,0,0,1,2
200730C000033,30,3,2,2,5,321,6,60,0,1,4,2,0,0,2,1
2009960902913,96,3,3,1,6,939,6,60,0,1,8,2,0,0,2,1
2013440204045,44,3,2,2,4,496,6,30,6,1,1,1,0,0,2,1
201220N012102,20,3,2,1,5,300,6,30,3,1,1,1,0,0,1,1
201331C191313,31,3,2,2,3,346,6,40,8,1,1,1,0,0,1,1
2012460221008,46,3,1,1,3,532,3,50,0,1,1,1,0,0,2,1
20073102B0234,31,3,2,1,2,345,6,30,8,4,1,2,0,0,1,1
200611BF09150,11,3,1,1,5,164,2,30,0,1,1,1,0,0,2,1
2009520901079,52,3,2,1,5,610,6,30,0,1,1,1,0,0,1,1
2005600FL2039,60,3,2,3,7,724,6,30,3,4,1,1,0,0,1,1
2007130836807,13,3,2,1,6,204,6,30,3,1,1,1,0,0,1,1
200820G063401,20,3,1,1,4,309,2,20,3,1,1,1,0,0,1,2
200897UA08608,97,3,1,1,7,931,6,30,0,1,1,1,0,0,1,1
2010070183323,7,3,2,3,7,130,3,30,6,1,1,1,0,0,1,1
201330D000008,30,3,2,1,6,323,6,30,3,4,1,1,0,0,1,1
2011950007019,95,3,1,1,3,923,6,30,0,1,1,1,0,0,1,2
2005460108001,46,3,3,1,3,541,6,40,3,1,2,2,0,0,2,1
200705AA15250,5,3,2,1,4,95,6,30,3,7,1,1,0,0,1,2
200706K078824,6,3,2,1,2,100,1,40,1,1,1,1,0,0,1,1
20064100F5004,41,3,2,2,4,434,6,30,8,1,1,1,0,0,1,1
200501ZT80379,1,3,1,1,1,21,6,30,0,4,1,1,0,0,1,1
200597QC02307,97,3,1,1,2,938,6,60,0,1,1,2,0,0,2,1
200806L088223,6,3,2,1,5,114,6,30,3,4,4,2,0,0,1,2
200905AA33241,5,3,1,1,7,95,6,30,0,1,1,1,0,2,1,1
2014440140395,44,3,2,1,3,498,6,20,3,1,1,1,0,0,1,1
2010521003140,52,3,2,2,4,612,6,30,3,6,2,2,0,0,2,1
2011370247011,37,3,2,2,2,412,2,30,6,1,1,1,0,0,1,1
20103102D3024,31,3,2,1,6,342,6,30,3,1,1,1,0,0,1,1
200801JC69844,1,3,2,1,2,13,6,30,3,1,1,1,0,0,1,1
201006Q038525,6,3,2,2,1,104,1,40,1,1,1,1,0,0,2,2
200514F113705,14,3,2,1,7,215,6,30,9,1,1,1,0,0,1,1
201104AL11037,4,3,2,1,6,74,6,30,3,1,1,1,0,0,1,1
2006030001531,3,3,1,1,1,62,6,30,0,4,1,1,0,0,1,1
2012160C00451,16,3,2,1,7,231,6,30,8,4,1,1,0,0,1,1
201301CP00220,1,3,2,1,5,8,6,30,3,1,1,1,0,0,1,1
200505AW00264,5,3,2,3,2,95,6,30,6,4,1,2,0,0,1,1
200663AC08906,63,3,1,1,6,751,6,30,0,1,1,1,0,0,2,1
2009219008860,21,3,2,1,3,258,6,30,3,5,8,2,0,0,1,3
2013160C04091,16,3,1,1,1,231,1,30,1,4,1,1,0,0,2,1
200732C270407,32,3,1,1,3,351,6,40,0,1,2,2,0,0,2,1
200697UA03208,97,3,1,1,6,931,2,30,0,1,1,1,0,0,1,2
201342I028401,42,3,2,1,2,452,6,60,0,1,1,2,0,0,2,1
2011551C17838,55,3,1,1,7,643,6,40,0,4,1,1,0,0,1,1
200906X009744,6,3,1,1,6,107,3,70,0,1,2,2,0,0,2,1
200597GD02309,97,3,1,1,4,926,6,30,3,1,4,1,0,0,1,2
2006130552206,13,3,2,2,6,200,3,30,6,1,1,1,0,0,1,2
201206N068517,6,3,2,1,5,101,6,30,3,4,2,2,0,0,1,1
200820K096402,20,3,2,1,3,305,3,30,6,1,2,2,0,0,1,2
2006440454248,44,3,3,1,4,494,6,60,3,1,2,2,0,0,2,1
200506L024229,6,3,3,2,7,114,2,30,3,1,2,2,0,0,1,1
200804TA08148,4,3,2,1,4,76,3,70,0,1,1,2,0,0,2,1
200550B71D942,50,3,2,1,7,593,6,60,0,6,1,1,0,0,2,1
200611BE03900,11,3,1,1,6,164,6,40,0,4,1,2,0,7,2,1
2012350395012,35,3,2,2,6,392,6,50,3,1,1,1,0,0,2,1
200804DF08054,4,3,1,1,4,79,6,20,0,1,4,1,0,0,1,1
200706A077187,6,3,3,1,2,102,6,30,3,1,1,1,0,0,1,1
200654AT64806,54,3,3,1,6,632,6,60,3,6,2,2,0,0,2,1
2005215340932,21,3,2,1,5,250,1,30,9,5,1,1,0,0,1,1
201301KF60062,1,3,3,1,6,17,3,30,6,1,1,1,0,0,1,1
2014621400387,62,3,3,3,4,743,3,70,0,1,4,1,0,0,2,1
2014450015809,45,3,2,3,7,511,6,30,0,1,1,1,0,0,2,1
2009610063809,61,3,2,1,5,733,6,30,9,4,1,2,0,0,1,1
2010331005038,33,3,2,1,5,366,3,60,3,1,1,1,0,0,2,1
200643W118126,43,3,1,1,1,475,6,30,0,6,9,2,0,0,2,1
201205EE05379,5,3,2,1,4,91,3,30,0,1,4,2,0,0,1,1
2009219006489,21,3,2,1,2,257,6,30,8,1,1,1,0,0,1,1
2005130377505,13,3,1,1,6,200,3,40,0,1,1,1,0,0,1,1
200801PL60771,1,3,2,1,6,7,6,30,3,1,1,1,0,0,1,1
2006470602065,47,3,2,1,7,554,6,60,0,1,1,1,0,0,2,2
201145RE61179,45,3,2,1,6,513,6,50,0,1,1,1,0,0,1,1
2013553C32992,55,3,2,1,1,640,6,30,3,1,1,2,0,0,1,1
200811ND14878,11,3,2,2,6,163,1,60,1,1,1,1,0,0,2,1
200640C028960,40,3,2,1,3,421,6,30,0,1,2,2,0,0,1,2
2012460221546,46,3,1,1,2,535,6,30,0,1,1,1,0,0,1,2
200822FA88402,22,3,2,1,2,282,6,40,0,1,1,1,0,0,2,1
2013549230913,54,3,3,5,6,635,6,60,6,1,1,1,0,0,2,1
201005EE01713,5,3,2,1,1,91,3,30,6,1,1,1,0,0,1,1
200842I383010,42,3,3,1,6,459,6,30,3,1,1,2,0,0,1,1
201243S014082,43,3,1,1,6,479,3,70,3,1,1,1,0,0,1,1
2005460017581,46,3,2,1,3,544,6,30,3,1,1,1,0,0,1,1
201043P083050,43,3,1,1,7,481,6,30,0,1,1,1,0,0,1,2
200550C51A243,50,3,2,1,4,589,6,60,0,1,1,2,0,0,2,1
200945RE46481,45,3,2,1,4,513,3,70,1,7,9,1,0,0,2,2
200943P284019,43,3,2,1,2,483,6,30,3,1,1,1,0,0,1,1
200842I343409,42,3,1,1,7,461,6,30,1,1,1,1,0,0,1,2
200814A138508,14,3,2,1,3,211,6,40,3,1,1,1,0,0,1,2
2007440542894,44,3,2,1,1,496,6,30,6,1,1,1,0,0,1,1
2010100082810,10,3,2,1,5,150,3,70,1,4,2,2,4,0,2,2
2009100096909,10,3,1,1,2,146,6,30,3,1,1,2,0,0,1,2
201050JI2A014,50,3,2,1,7,584,6,30,3,1,1,2,1,0,1,1
201201CW10508,1,3,1,1,6,1,6,30,6,1,1,1,0,0,1,1
200506J038180,6,3,1,1,5,109,6,30,3,4,2,2,0,0,1,1
200743P323127,43,3,2,1,2,482,6,30,3,4,1,2,0,0,1,1
200532BO84405,32,3,1,2,2,354,6,60,0,1,1,4,0,0,2,1
2012460214904,46,3,2,1,5,541,6,30,3,1,1,1,0,6,1,1
2009950001289,95,3,1,1,6,923,6,30,6,1,1,1,0,0,1,1
200763CP15107,63,3,3,1,6,752,6,60,9,1,1,1,0,0,2,1
200801CW10719,1,3,2,1,7,2,6,30,3,4,1,2,4,0,1,1
200897QB00703,97,3,4,2,2,938,3,70,0,1,6,3,0,0,2,1
2006620153540,62,3,2,2,6,745,3,30,6,1,1,1,0,0,1,1
200945EP35654,45,3,1,6,5,38,6,40,0,1,1,1,0,0,1,1
2008520803930,52,3,2,1,1,605,3,70,5,1,2,2,0,0,2,1
2008558P01371,55,3,2,1,4,643,6,30,3,1,1,1,0,0,1,1
201437EA80242,37,3,2,1,6,415,6,30,3,1,1,1,0,0,1,2
200742I353309,42,3,1,1,3,455,1,60,1,4,1,2,6,0,2,1
200663CP14806,63,3,2,1,1,752,6,60,9,1,2,2,0,0,2,1
200922G000154,22,3,4,4,2,286,3,70,5,6,2,2,0,0,2,1
201106G045995,6,3,2,1,4,110,2,30,6,1,1,1,0,0,1,1
201201XD80698,1,3,2,1,1,27,7,30,5,1,1,1,0,0,1,1
201437EA79985,37,3,2,2,1,410,2,30,3,1,1,1,0,0,1,1
201050JC3H025,50,3,1,1,3,585,6,30,0,1,1,2,0,0,2,1
201101EO40736,48,3,1,1,6,570,6,30,3,1,1,1,0,0,1,2
2011130144131,13,3,2,1,2,204,6,30,3,1,1,1,0,0,1,1
200897LB21008,97,3,1,2,3,913,6,60,0,6,1,2,0,0,2,1
2008120023320,12,3,2,1,5,186,1,40,1,1,1,1,0,0,1,1
200697GB70106,97,3,4,1,5,926,3,50,0,1,1,1,0,0,1,1
2007330706058,33,3,2,1,7,364,6,30,3,1,1,1,0,0,1,1
2006950008347,95,3,2,1,4,923,6,40,7,1,1,1,0,0,1,2
2013073346552,7,3,2,1,6,124,6,30,3,4,2,2,0,0,1,1
2014404CA1540,40,3,3,2,6,421,1,30,1,1,4,2,0,0,1,1
2012621200458,62,3,2,1,1,741,3,30,0,4,9,1,0,0,1,1
200545RU72864,45,3,2,2,7,514,3,70,0,4,1,1,0,0,2,1
201243W158112,43,3,2,2,4,471,6,40,0,4,2,2,0,0,1,1
2005470506625,47,3,1,1,1,552,3,30,3,4,1,1,0,0,1,1
200506K031116,6,3,2,1,3,100,1,30,1,1,1,1,0,0,1,1
2006230695350,23,3,2,1,5,292,6,30,0,4,1,1,0,0,1,2
2007520714251,52,3,2,1,5,612,6,30,0,1,1,2,0,0,1,1
201442I194106,42,3,2,1,5,462,1,30,1,1,1,1,0,0,1,1
200706C070504,6,3,1,1,6,102,6,30,0,1,1,1,0,0,1,1
201220H004742,20,3,1,1,2,307,6,30,8,1,1,1,0,0,1,1
200897GE03501,97,3,1,1,3,926,6,30,0,4,1,2,0,0,1,1
2009520906492,52,3,2,1,7,611,3,60,0,1,1,1,0,0,2,1
2008620180374,62,3,2,1,4,744,3,50,0,1,1,1,0,0,2,1
2011471105441,47,3,2,1,2,560,1,40,1,1,1,1,0,0,1,1
200606XJ60081,6,3,2,2,1,102,3,70,5,1,1,1,0,0,2,1
200614A068906,14,3,2,1,5,211,6,30,0,1,8,2,0,0,1,2
201406F082529,6,3,2,1,5,107,6,30,6,4,1,2,0,0,1,2
201304TA13202,4,3,2,2,7,70,3,70,0,4,1,2,0,0,2,1
200501SX20254,1,3,1,1,6,30,3,30,0,1,1,1,0,0,1,2
2013521304665,52,3,2,1,3,601,6,20,3,1,1,1,0,0,1,1
200505FT00685,5,3,2,1,3,91,6,30,3,1,1,1,4,0,1,2
2010440158137,44,3,2,1,2,496,6,30,3,1,1,1,0,0,1,2
2006470607961,47,3,2,1,7,551,1,40,1,1,1,1,0,0,2,2
200942I198905,42,3,2,1,1,462,3,50,0,1,1,1,0,0,1,1
2005530182414,53,3,2,1,4,622,6,30,8,1,2,2,0,0,2,1
201043W058050,43,3,2,1,6,475,1,40,1,1,1,1,0,0,1,1
200605FF11814,5,3,3,2,4,91,6,30,8,1,1,1,0,0,1,1
200801ZD30796,1,3,2,1,6,20,6,30,3,1,1,1,0,0,1,2
2014521402338,52,3,2,1,7,605,6,30,3,1,1,1,0,0,2,1
2012170M13052,17,3,1,1,2,243,6,30,0,4,2,2,0,0,1,1
2006130742606,13,3,2,4,7,200,6,30,6,1,1,1,0,0,1,1
2012460215910,46,3,3,1,4,544,6,30,0,1,1,2,0,0,1,1
2014331400890,33,3,2,5,2,364,6,30,3,4,1,2,0,0,1,1
200705EE18282,5,3,3,1,4,91,3,40,9,1,1,1,0,0,1,1
2008460153192,46,3,2,2,2,532,3,40,1,1,7,2,0,0,1,1
2006440329558,44,3,2,1,3,505,6,30,0,1,1,1,0,0,2,2
2014160C04891,16,3,2,1,6,231,6,30,3,1,1,1,0,0,2,2
201401VK30200,1,3,2,1,4,23,6,30,0,1,1,1,0,0,1,1
200901WW50174,1,3,1,1,2,10,6,30,3,1,1,1,0,0,1,1
2013471304021,47,3,1,1,7,563,3,40,0,6,1,1,4,0,2,1
2013521302093,52,3,2,1,5,611,6,30,1,1,1,1,0,0,1,2
2014471401209,47,3,2,1,3,565,2,20,3,1,1,1,0,0,1,1
201243W087042,43,3,3,1,4,475,1,30,1,5,2,2,0,0,2,1
200904FB09086,4,3,2,1,6,72,6,60,9,1,1,4,0,0,1,1
2010520004419,52,3,1,1,6,610,6,30,0,1,1,1,0,0,1,1
200701CW10596,1,3,2,1,1,1,6,30,6,1,1,1,0,0,1,1
2011100179311,10,3,2,1,5,147,6,30,1,1,1,1,0,0,1,1
200811SK19238,11,3,2,1,5,165,6,30,3,1,2,2,0,0,1,1
200591NN31135,91,3,1,1,5,927,6,30,0,1,1,1,0,0,1,1
200504CA05044,4,3,3,1,4,73,6,30,2,4,1,1,0,0,1,1
201406J084754,6,3,2,1,7,109,6,30,6,1,1,1,0,0,1,1
201420T051164,20,3,2,2,3,300,6,30,0,1,1,1,0,0,1,2
200622DA52770,22,3,2,1,4,278,2,30,0,1,1,1,0,0,1,1
2008460165494,46,3,3,3,7,530,3,60,0,1,2,2,0,0,1,1
2011070191403,7,3,2,1,1,129,6,30,3,1,1,1,0,0,1,2
2014460237376,46,3,2,1,3,533,6,60,0,6,1,2,0,0,2,1
200945TA45220,45,3,1,1,7,516,3,70,0,6,1,1,0,0,2,1
201143W144041,43,3,2,3,4,471,6,40,6,1,1,1,0,0,2,1
2006930000756,93,3,1,1,4,934,6,30,3,1,1,1,0,0,2,1
200897KB70511,97,3,1,1,1,935,3,70,5,1,2,2,0,0,2,1
201363DP34613,63,3,2,1,4,753,6,60,9,1,1,2,0,0,2,1
2007100045707,10,3,2,1,3,147,6,20,6,1,1,1,0,0,1,2
201201FH10104,1,3,2,1,7,11,6,30,3,1,1,1,0,0,1,1
2011471105904,47,3,2,1,6,560,1,60,1,1,1,1,0,0,2,2
2010120166560,12,3,4,1,1,185,3,70,0,1,1,1,0,0,2,1
201101TX20574,1,3,3,2,1,25,3,30,1,1,1,1,0,0,1,1
201301EK40765,1,3,2,1,6,2,6,30,3,1,1,1,0,0,1,1
201301EK40458,1,3,2,1,2,2,6,30,3,1,1,1,0,0,1,2
200501TC00264,1,3,2,1,3,16,6,30,0,1,1,2,0,0,1,1
20114100T1063,41,3,2,1,6,33,3,70,0,4,1,1,0,0,2,1
2013160B03941,16,3,1,1,5,232,6,30,0,1,1,1,0,0,1,1
201014K119310,14,3,2,1,6,215,6,30,3,1,2,2,0,0,1,1
201201MM70627,1,3,1,1,4,8,1,30,1,1,1,1,0,0,1,1
200611AK21780,11,3,1,1,2,165,6,30,0,1,1,1,0,0,1,1
201304FA13048,4,3,2,1,2,72,6,20,9,1,1,1,0,0,1,1
201101PL60366,1,3,2,1,6,7,6,30,3,4,2,2,0,0,1,1
200901JI40552,1,3,2,1,5,14,6,30,0,1,1,1,0,0,1,1
2008520812995,52,3,1,1,7,612,6,30,0,1,1,1,0,0,1,1
2005440443450,44,3,1,1,3,491,6,40,0,1,1,1,0,0,2,1
201220J009332,20,3,2,2,6,303,6,30,3,1,1,1,0,0,1,1
200506X028626,6,3,2,1,1,102,6,30,3,1,2,2,0,0,2,1
2008460155047,46,3,1,1,4,536,6,60,0,5,2,2,7,0,2,1
201105BB01440,5,3,1,1,2,93,6,30,0,4,1,1,0,0,1,1
2005445BB0213,44,3,1,1,4,490,6,40,0,1,1,1,0,0,2,1
200704FA07187,4,3,2,1,2,72,6,30,3,1,1,2,0,0,1,1
200501KD50072,1,3,3,3,6,15,6,30,3,1,1,1,0,0,1,1
2005530185316,53,3,1,1,5,623,3,50,0,4,1,2,0,0,1,1
200901TC00274,1,3,2,1,2,31,6,30,6,1,2,2,0,0,1,1
2005520091103,52,3,1,1,7,601,3,40,0,4,1,1,0,0,1,1
2010120208043,12,3,2,1,5,187,6,30,3,6,8,4,0,6,2,2
200842I304608,42,3,1,1,6,462,6,30,3,1,1,1,0,0,1,2
201222E200746,22,3,1,1,1,285,6,60,0,1,1,1,0,7,2,1
2009950009624,95,3,2,1,4,923,6,40,3,4,1,1,0,0,1,1
201114A089011,14,3,3,2,1,211,6,40,3,1,2,2,0,0,1,1
2009470901420,47,3,1,1,7,562,6,30,0,4,1,1,0,0,2,2
2014214004926,21,3,1,2,3,256,6,60,0,6,1,1,0,0,2,1
2011471101699,47,3,2,1,4,558,6,30,8,1,1,1,0,0,1,2
201330C000734,30,3,2,5,6,322,6,40,0,4,1,1,0,0,1,1
2010070027403,7,3,2,2,5,129,3,70,0,4,2,2,0,0,2,1
2009160B00640,16,3,1,1,5,232,7,70,0,6,1,2,4,0,2,1
201045RU50331,45,3,2,1,6,514,3,70,2,1,1,1,0,0,2,1
2014460242454,46,3,2,1,7,532,6,30,0,1,1,1,0,0,2,2
201101KF60473,1,3,2,1,4,17,6,30,3,1,1,1,0,0,1,1
2007610061607,61,3,2,1,7,730,6,60,3,1,1,1,0,0,2,1
2011546760911,54,3,2,1,5,635,1,30,1,1,1,1,0,0,1,2
200642A015004,42,3,1,1,2,451,6,60,0,1,2,2,0,0,2,1
2011211000434,21,3,2,1,5,250,6,30,8,1,1,1,0,0,1,1
200614H085706,14,3,3,2,4,215,6,30,9,1,2,2,0,0,1,2
2005950007629,95,3,2,1,6,914,6,60,0,1,1,1,0,0,2,1
201245EP67956,45,3,2,1,2,38,6,30,9,4,1,4,0,0,1,2
2008440318749,44,3,2,1,7,495,3,40,3,1,1,1,0,0,1,1
2012233664712,23,3,2,2,3,292,6,50,8,1,1,2,0,0,2,1
200897KC04903,97,3,1,1,2,928,6,30,3,1,1,1,0,0,1,2
200701ZD30302,1,3,1,1,7,20,3,30,6,1,1,1,0,0,1,1
201104EL11009,4,3,2,2,6,75,9,30,9,1,9,1,0,0,1,1
2005930002795,93,3,2,1,2,912,6,30,3,1,1,1,0,0,1,1
201260N089171,60,3,1,1,7,720,6,60,0,1,1,1,0,0,2,1
201143N268091,43,3,2,1,6,477,6,30,3,4,1,1,0,0,1,2
200901CW11228,1,3,1,1,5,2,6,30,6,1,1,1,0,0,1,1
2010941000839,94,3,1,1,6,925,6,30,0,1,1,1,0,0,1,1
2014100304014,10,3,2,2,3,146,3,50,0,4,1,1,0,0,1,1
2009130397309,13,3,2,2,6,200,6,30,0,1,1,1,0,0,1,1
2009470902565,47,3,1,1,1,560,3,70,9,6,2,2,0,0,2,1
201034WD40560,34,3,3,2,6,381,6,60,6,6,7,2,0,0,2,1
2007600DE6070,60,3,2,3,6,723,6,60,6,6,1,1,0,0,2,3
201043R206090,43,3,2,1,5,470,6,30,3,1,1,1,0,0,1,1
20063102C1368,31,3,2,1,2,346,6,30,3,1,1,1,0,0,1,1
2005350473705,35,3,2,1,1,394,6,30,3,1,1,1,0,0,1,1
200834WS27048,34,3,1,1,3,385,3,70,5,6,1,1,0,0,2,1
200701ZD30603,1,3,2,2,4,20,6,30,0,1,1,1,0,0,1,2
2005555P02503,55,3,3,1,1,643,3,40,0,1,2,2,0,0,1,1
2014214003010,21,3,1,1,7,257,6,30,6,4,1,1,0,0,1,2
200920D048303,20,3,2,1,6,300,6,30,6,4,2,2,0,0,1,1
2006520126616,52,3,2,1,6,601,6,30,3,4,2,2,0,0,1,1
201163CP09611,63,3,2,3,3,752,6,60,3,1,1,1,0,0,2,1
2010941001824,94,3,2,1,5,925,6,60,0,1,1,2,0,0,2,2
201197BD00410,97,3,2,1,7,926,3,30,6,4,2,2,0,0,1,1
2005470505795,47,3,2,1,2,563,6,30,8,1,1,1,0,0,1,1
20074100F4959,41,3,2,1,2,434,6,30,6,1,1,1,0,0,1,2
201404EN14089,4,3,2,1,5,80,6,60,3,1,1,1,0,0,2,1
2012621201096,62,3,1,2,4,744,6,30,0,4,2,2,0,0,1,1
200701CP00181,48,3,2,1,2,570,2,30,6,1,1,1,0,0,1,1
200601YR90290,1,3,2,1,7,31,6,30,3,1,1,1,0,0,1,2
2005230591705,23,3,1,1,6,294,6,30,1,1,9,1,0,0,2,2
201314B066413,14,3,2,2,2,210,6,30,3,1,5,2,0,0,1,1
201401YE80860,1,3,2,4,7,32,1,30,1,1,1,1,0,0,1,1
2008460164032,46,3,2,1,5,538,2,30,0,1,9,1,0,0,1,2
2007360040218,36,3,1,4,1,400,6,60,0,6,8,2,0,0,2,1
200906Q025567,6,3,2,2,7,104,6,30,3,1,1,1,0,0,1,1
2009460169294,46,3,2,3,6,532,3,70,0,1,1,1,0,0,2,1
2008330807913,33,3,1,1,5,366,6,60,0,6,2,2,0,0,2,1
2007960700612,96,3,2,1,3,924,6,30,9,4,2,2,0,0,1,1
201232E246412,32,3,2,1,6,351,6,40,3,1,9,-1,0,0,2,2
2008400D02018,40,3,2,1,4,420,6,60,3,1,1,1,0,0,2,1
201437EA84193,37,3,1,1,3,416,1,70,1,1,2,2,0,0,2,1
201206A064065,6,3,2,1,6,102,6,30,3,4,2,2,0,0,1,1
2005440594862,44,3,2,1,6,493,6,30,3,1,1,1,0,0,1,1
2008120136911,12,3,1,2,2,186,6,60,0,1,1,2,0,0,2,1
201242I274509,42,3,3,2,7,455,6,60,0,1,1,1,0,0,2,1
2011471100256,47,3,1,1,4,565,6,30,6,1,1,1,0,0,1,2
2006440209676,44,3,1,1,2,502,3,60,0,1,1,1,0,0,1,1
201001QA10075,1,3,2,2,5,29,6,30,6,1,1,1,0,0,1,1
201301QK50487,1,3,2,1,6,28,6,30,3,1,2,2,0,0,1,1
200645RE88474,45,3,1,1,7,513,6,60,0,1,1,1,0,0,1,1
2005100730805,10,3,2,1,1,149,6,30,3,4,1,1,0,0,2,2
201443P076014,43,3,2,1,5,482,3,50,0,4,1,2,0,0,1,1
2012621200017,62,3,2,1,6,741,3,70,1,1,1,1,0,0,2,1
201437EA78814,37,3,2,1,1,411,6,30,8,1,1,1,0,0,1,1
2010460191360,46,3,1,1,7,539,6,60,1,1,1,1,0,0,2,1
2007460149158,46,3,2,1,1,539,3,30,9,1,1,1,0,0,1,1
200514A210605,14,3,2,1,7,211,6,40,0,1,1,2,0,0,2,1
201032B281910,32,3,2,1,3,353,6,60,6,1,1,1,0,0,2,1
2014521405363,52,3,3,1,1,601,6,30,0,1,1,1,0,0,1,1
2008983131908,98,3,1,1,6,917,6,60,0,1,1,1,0,0,2,1
201201EO40060,1,3,1,1,4,3,6,30,3,1,1,1,0,0,1,1
